"Location","Story","Nerve","Cost","Reward","Profit","Profit/Nerve","Place","Ignite","Stoke","Dampen"
"Toy Shop","Child's Play",55,1488,32000,30512,554,"Gasoline; Gasoline","Unknown","Unknown (8s); Unknown (5s); Unknown (Fail) (24s); Unknown (6s); Gasoline (9s)","Blanket (23s); Blanket (2s)"
"Toy Shop","Blaze of Glory",30,4364,200000,195636,6521,"Gasoline; Gasoline","Unknown","Unknown (64s)",""
"Travel Agent","The Plane Truth",20,992,20000,19008,950,"Gasoline; Gasoline","Unknown","",""
"Travel Agent","Point of No Return",40,202823,140000,-62823,-1571,"Gasoline; Potassium Nitrate; Hydrogen Tank","Unknown","Thermite (45s); Hydrogen Tank (4s); Unknown (20s)",""
"TV Studio","Flame and Fortune",25,62094,700000,637906,25516,"Kerosene; Kerosene; Kerosene","Unknown","",""
"Warehouse","Old School",20,992,35000,34008,1700,"Gasoline; Gasoline","Unknown","",""
"Warehouse","A Burnt Child Dreads the Fire",20,40790,280000,239210,11960,"Hydrogen Tank","Unknown","Hydrogen Tank (37s)",""
"Warehouse","Going Viral",25,1488,190000,188512,7540,"Gasoline; Gasoline; Gasoline","Unknown","",""
"Warehouse","Lock, Stock, and Barrel",20,40790,240000,199210,9960,"Hydrogen Tank","Unknown","Hydrogen Tank (3s)",""
"Waste Facility","Taking out the Trash",35,2294,140000,137706,3934,"Gasoline; Gasoline; Gasoline; Gasoline","Unknown","",""
"Yurt","High Time",20,992,9100,8108,405,"Gasoline; Gasoline","Unknown","",""
