"Location","Story","Nerve","Cost","Reward","Profit","Profit/Nerve","Place","Ignite","Stoke","Dampen"
"Townhouse","A Problem Shared",40,2164,170000,167836,4195,"Gasoline; Gasoline; Gasoline; Gasoline","Unknown","Unknown (57s); Unknown (27s)",""
"Townhouse","Daddy's Girl",25,38260,240000,201740,8069,"Kerosene","Unknown","Methane Tank (6s); Hydrogen Tank (2s)",""
"Toy Shop","Child's Play",15,541,26000,25459,1697,"Gasoline","Unknown","",""
"Toy Shop","Blaze of Glory",35,3976,190000,186024,5314,"Gasoline; Gasoline; Gasoline","Unknown","Unknown (68s)",""
"Travel Agent","The Plane Truth",15,541,24000,23459,1563,"Gasoline","Unknown","",""
"Travel Agent","Point of No Return",45,83334,150000,66666,1481,"Gasoline; Gasoline; Gasoline; Gasoline","Unknown","Unknown (61s); Hydrogen Tank (37s); Magnesium Shavings (7s)",""
"TV Studio","Flame and Fortune",25,30663,700000,669337,26773,"Kerosene; Kerosene; Kerosene","Unknown","",""
"Warehouse","Old School",25,1623,56000,54377,2175,"Gasoline; Gasoline; Gasoline","Unknown","",""
"Warehouse","A Burnt Child Dreads the Fire",20,28050,250000,221950,11097,"Hydrogen Tank","Unknown","Hydrogen Tank (3s)",""
"Warehouse","Going Viral",20,1082,180000,178918,8945,"Gasoline; Gasoline","Unknown","",""
"Warehouse","Lock, Stock, and Barrel",20,28050,220000,191950,9597,"Hydrogen Tank","Unknown","Hydrogen Tank (3s)",""
"Waste Facility","Taking out the Trash",35,21795,150000,128205,3663,"Gasoline; Gasoline; Kerosene; Kerosene","Unknown","",""
"Waste Facility","Smoke Signals",35,15492,140000,124508,3557,"Diesel; Diesel; Diesel","Unknown","Unknown (52s); Unknown (76s)",""
"Yurt","High Time",20,541,11000,10459,522,"Gasoline","Unknown","Unknown (17s)",""
