"Location","Story","Nerve","Cost","Reward","Profit","Profit/Nerve","Place","Ignite","Stoke","Dampen"
"Townhouse","Daddy's Girl",25,42264,280000,237736,9509,"Hydrogen Tank","Unknown","Hydrogen Tank (3s); Hydrogen Tank (1s)",""
"Toy Shop","Child's Play",15,10157,25000,14843,989,"Kerosene","Unknown","",""
"Toy Shop","Blaze of Glory",30,3878,200000,196122,6537,"Gasoline; Gasoline","Unknown","Unknown (64s)",""
"Travel Agent","The Plane Truth",15,10157,26000,15843,1056,"Kerosene","Unknown","",""
"Travel Agent","Point of No Return",40,185120,140000,-45120,-1128,"Gasoline; Potassium Nitrate; Hydrogen Tank","Unknown","Thermite (45s); Hydrogen Tank (4s); Unknown (20s)",""
"TV Studio","Flame and Fortune",25,30471,700000,669529,26781,"Kerosene; Kerosene; Kerosene","Unknown","",""
"Warehouse","Old School",20,1106,35000,33894,1694,"Gasoline; Gasoline","Unknown","",""
"Warehouse","A Burnt Child Dreads the Fire",20,28176,280000,251824,12591,"Hydrogen Tank","Unknown","Hydrogen Tank (37s)",""
"Warehouse","Going Viral",25,1659,190000,188341,7533,"Gasoline; Gasoline; Gasoline","Unknown","",""
"Warehouse","Lock, Stock, and Barrel",20,28176,240000,211824,10591,"Hydrogen Tank","Unknown","Hydrogen Tank (3s)",""
"Waste Facility","Taking out the Trash",35,2467,140000,137533,3929,"Gasoline; Gasoline; Gasoline; Gasoline","Unknown","",""
"Yurt","High Time",20,1106,9100,7994,399,"Gasoline; Gasoline","Unknown","",""
